"Fmin","Fmin_B","CFI","RMSEA","Size_Of_CR","FC","Number_Of_CR","Location_Of_Misfit","Percent_Missing","Number_of_Missing_Variables","Missing_Mechanism"
5.2e-05,3.788167,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data"," Weak MAR"
0.027631,3.866105,0.992867,0.022811,0.1,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data"," Weak MAR"
0.117978,4.028958,0.97073,0.04717,0.2,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data"," Weak MAR"
0.297338,4.309742,0.931019,0.074894,0.3,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data"," Weak MAR"
0.553372,4.857938,0.886099,0.102176,0.4,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data"," Weak MAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.024611,4.345509,0.994349,0.021526,0.1,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.102875,4.509286,0.977197,0.044046,0.2,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.240814,4.795026,0.949789,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.390602,5.347728,0.926968,0.085842,0.4,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.025247,4.466813,0.99436,0.021803,0.1,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.106213,4.629738,0.97707,0.044755,0.2,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.253956,4.914797,0.948338,0.069214,0.3,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.423395,5.466945,0.922562,0.089373,0.4,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.028192,4.961025,0.994328,0.023042,0.1,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.120714,5.119127,0.976429,0.047714,0.2,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.306272,5.400326,0.943296,0.076011,0.3,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
0.585119,5.94932,0.901657,0.105067,0.4,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%"," Two Variables with Missing Data","Strong MAR"
4.3e-05,3.886138,1,0,0,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.024609,3.971411,0.993817,0.021525,0.1,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.102873,4.135188,0.975135,0.044045,0.2,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.240812,4.420928,0.94554,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.390599,4.97477,0.921494,0.085842,0.4,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
5.4e-05,4.007741,1,0.00016,0,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.02524,4.095372,0.99385,0.0218,0.1,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.106145,4.256448,0.975075,0.044741,0.2,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.253804,4.542436,0.944137,0.069194,0.3,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.422924,5.093977,0.916985,0.089324,0.4,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
4.1e-05,4.49937,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.028149,4.579924,0.993865,0.023024,0.1,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.120396,4.738659,0.974604,0.047651,0.2,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.305061,5.018069,0.939217,0.075861,0.3,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
0.581127,5.567863,0.895637,0.104708,0.4,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%"," Two Variables with Missing Data","Strong MAR"
4.6e-05,3.586658,1,0,0,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.024611,3.672036,0.993312,0.021526,0.1,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.102876,3.835813,0.973194,0.044046,0.2,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.240814,4.121553,0.941584,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.390598,4.673792,0.916438,0.085842,0.4,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
5e-05,3.703948,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.02523,3.791273,0.993359,0.021795,0.1,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.10606,3.956061,0.973203,0.044723,0.2,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.25353,4.237686,0.940184,0.069156,0.3,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.4221,4.791267,0.911912,0.089236,0.4,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
4.5e-05,4.180777,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.028031,4.260008,0.993432,0.022976,0.1,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.119794,4.420862,0.972914,0.047532,0.2,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.303359,4.700516,0.935473,0.075649,0.3,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
0.574719,5.250322,0.890545,0.104129,0.4,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%"," Two Variables with Missing Data","Strong MAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.024611,4.345509,0.994349,0.021526,0.1,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.102875,4.509286,0.977197,0.044046,0.2,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.240814,4.795026,0.949789,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.390602,5.347728,0.926968,0.085842,0.4,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.025247,4.466813,0.99436,0.021803,0.1,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.106213,4.629738,0.97707,0.044755,0.2,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.253956,4.914797,0.948338,0.069214,0.3,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.423395,5.466945,0.922562,0.089373,0.4,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.028192,4.961025,0.994328,0.023042,0.1,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.120714,5.119127,0.976429,0.047714,0.2,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.306272,5.400326,0.943296,0.076011,0.3,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
0.585119,5.94932,0.901657,0.105067,0.4,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","0%","Four Variables with Missing Data","Strong MAR"
4.2e-05,3.547374,1,0,0,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.024607,3.632539,0.99324,0.021524,0.1,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.102872,3.796316,0.972916,0.044045,0.2,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.240811,4.082056,0.94102,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.390607,4.636377,0.915762,0.085843,0.4,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
5.4e-05,3.668131,1,0.000127,0,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.025231,3.754573,0.993294,0.021796,0.1,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.106023,3.914342,0.972927,0.044715,0.2,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.253395,4.203576,0.939731,0.069138,0.3,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.421768,4.753583,0.911284,0.089201,0.4,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
4.2e-05,4.137496,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.028005,4.21992,0.993376,0.022965,0.1,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.119696,4.378411,0.972674,0.047512,0.2,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.302767,4.657402,0.935003,0.075575,0.3,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
0.572823,5.206931,0.889997,0.103957,0.4,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","20%","Four Variables with Missing Data","Strong MAR"
4.4e-05,2.999394,1,0,0,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.024606,3.084949,0.992041,0.021524,0.1,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.102871,3.248725,0.968351,0.044045,0.2,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.24081,3.534465,0.931882,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.390601,4.085287,0.9044,0.085842,0.4,"Factor Correlation = 0","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
5e-05,3.108868,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.025162,3.195949,0.992143,0.021766,0.1,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.10582,3.359123,0.968513,0.044672,0.2,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.252389,3.644033,0.930752,0.069,0.3,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.419141,4.195964,0.90012,0.088923,0.4,"Factor Correlation = 0.4","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
5.3e-05,3.532832,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.027644,3.614878,0.992367,0.022816,0.1,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.117989,3.775408,0.968762,0.047172,0.2,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.29744,4.056467,0.926687,0.074907,0.3,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
0.553691,4.606206,0.879805,0.102206,0.4,"Factor Correlation = 0.8","One Correlated Residual","Different Factor (DF)","50%","Four Variables with Missing Data","Strong MAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.024609,4.345508,0.994349,0.021525,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.102776,4.509286,0.977219,0.044025,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.240812,4.795025,0.949789,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.389962,5.347724,0.927088,0.085772,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.025391,4.466808,0.994327,0.021865,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.106285,4.629742,0.977054,0.04477,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.254234,4.914798,0.948282,0.069252,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.424093,5.466944,0.922435,0.089447,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.028271,4.961026,0.994312,0.023074,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.120807,5.11913,0.976411,0.047732,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.307205,5.400329,0.943123,0.076127,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
0.587519,5.949324,0.901254,0.105282,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%"," Two Variables with Missing Data","  MCAR"
5e-05,4.055916,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.019882,4.124533,0.995192,0.019342,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.083574,4.255528,0.980373,0.039697,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.200521,4.484141,0.955293,0.061501,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.340064,4.927028,0.93099,0.080096,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
5.3e-05,4.176072,1,2.7e-05,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.020466,4.245238,0.995191,0.019625,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.086132,4.375618,0.980327,0.0403,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.209959,4.603741,0.954405,0.062932,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.367008,5.045646,0.927272,0.083209,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
4.1e-05,4.667476,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.022701,4.730831,0.995213,0.020672,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.097229,4.857358,0.979994,0.04282,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.24883,5.082402,0.951051,0.068512,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
0.500067,5.521787,0.909446,0.09713,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%"," Two Variables with Missing Data","  MCAR"
4.8e-05,3.752359,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.012671,3.794485,0.996675,0.01543,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.053546,3.876336,0.9862,0.031769,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.132211,4.019189,0.967118,0.049935,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.241879,4.297747,0.943731,0.067548,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
5.8e-05,3.868906,0.999999,0.000295,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.013007,3.913669,0.99669,0.015634,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.054917,3.995228,0.986267,0.032174,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.136796,4.137857,0.966953,0.050794,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.257786,4.41407,0.94161,0.069734,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
4.9e-05,4.34592,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.014349,4.38688,0.996741,0.016423,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.061406,4.466015,0.986262,0.034024,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.158143,4.606684,0.965682,0.054615,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
0.339171,4.881269,0.930526,0.07999,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","50%"," Two Variables with Missing Data","  MCAR"
4.7e-05,4.258323,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.024609,4.345508,0.994349,0.021525,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.102776,4.509286,0.977219,0.044025,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.240812,4.795025,0.949789,0.067399,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.389962,5.347724,0.927088,0.085772,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
5.2e-05,4.38073,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.025391,4.466808,0.994327,0.021865,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.106285,4.629742,0.977054,0.04477,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.254234,4.914798,0.948282,0.069252,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.424093,5.466944,0.922435,0.089447,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
4.2e-05,4.881164,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.028271,4.961026,0.994312,0.023074,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.120807,5.11913,0.976411,0.047732,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.307205,5.400329,0.943123,0.076127,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
0.587519,5.949324,0.901254,0.105282,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","0%","Four Variables with Missing Data","  MCAR"
5.3e-05,3.888511,1,5.7e-05,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.019764,3.955684,0.995017,0.019285,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.082744,4.08694,0.979767,0.0395,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.195823,4.316007,0.95464,0.060776,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.321658,4.758038,0.932407,0.077898,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
5.2e-05,4.003511,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.020354,4.072005,0.995014,0.019571,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.085379,4.202483,0.979696,0.040124,0.2,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.206043,4.431273,0.953514,0.062343,0.3,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.349912,4.872888,0.928202,0.081247,0.4,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
4e-05,4.4732,1,0,0,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.022652,4.537388,0.995019,0.02065,0.1,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.096918,4.663512,0.979229,0.042751,0.2,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.247643,4.889799,0.949365,0.068348,0.3,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
0.487109,5.329116,0.908604,0.095863,0.4,"Factor Correlation = 0.8","One Correlated Residual","Same Factor (SF)","20%","Four Variables with Missing Data","  MCAR"
5e-05,3.331889,1,0,0,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.012503,3.373255,0.996309,0.015327,0.1,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.052447,3.455855,0.984839,0.031441,0.2,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.125915,3.598346,0.965022,0.048731,0.3,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.214003,3.876242,0.944804,0.063536,0.4,"Factor Correlation = 0","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
5.1e-05,3.437996,1,0,0,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
0.012858,3.481252,0.996322,0.015543,0.1,"Factor Correlation = 0.4","One Correlated Residual","Same Factor (SF)","50%","Four Variables with Missing Data","  MCAR"
